_id,date_created,thumbnails,image_path,caption,comments,design,isApproved,likes,order,performance,post_id,product_id,rating,review,reviewType,software,tags,userid,valueformoney,__v
5f33beb63e4641464db6912e,2020-11-09T19:07:23.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo1.jpeg""]","ROAM to your hearts content.

",[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6912f""},""user_id"":""h9Rgve39XZOuEgGs2aeHBYIFdfO2""}]",0,5,-LzRuxwaRX9Uv6GRpwsx,QQGGRFINRXGKLEDRKO,5,"Really an amazing portable device for music lovers.
The best thing is that the product has 
a very good battery life.
It's waterproof and has a very crystal clear
sound.
A must buy product by mivi.
",false,0,"ROAM to your hearts content.

",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db69130,2020-01-25T19:10:03.000Z,[],"[""https://cdn.revmeup.in/userconvertedphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo2.jpeg"",""https://cdn.revmeup.in/userconvertedphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo1.jpeg"",""https://cdn.revmeup.in/userconvertedphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo3.jpeg""]",Apple iPhone XR - REVIEW,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69131""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-LzRv_6fG-DftU86gAQK,PKXVBSZAXRMRHAFOGL,4,"There are lots of reviews on net for XR, I would give just quick points based on my experience of XR 128 GB.

Pros:
1). Perfect size for a phone for playing game, consuming social media and entertainment.

2). Probably best battery ever in iPhone. I use to charge it once in 2 days despite all day calls, music and YouTube usage. Though I don’t play much game on it.

3). Superb loudSpeaker and call reception. Very clear sound quality.

4). Fantastic build quality with Glass back providing wireless charging

5). Super camera at back and it does the job more than satisfactory. 12 MP processor has been utilised at utmost level. Don’t go by merely MP numbers, apple image processor is superb even at 12 MP. Front camera gives very nice portrait shots. It just does the job without much of beautification processing like in other android devices.

Cons:
1). No headphone connector for 3.5 mm jack though it comes with lightning headphone instead of 3.5 mm jack. It’s not cool as considering the price apple should have given the connector. Original connector cost 900 INR

2). No fast charging adapter. It comes with 5wt charger which takes almost 3 hours for complete charging. Though it support fast charging. Apple should have given a fast charger in packing.

3). Though I am ok with notch, many people might not like the cut. However Once you get use to it, this becomes unnoticeable.

Verdict:
With current Apple discount, XR 128 GB is a perfect buy. If you have the budget, don’t think twice just go for it. Considering the price gap between XR and XSMax I would say XR is a better buy in every aspect with same Camera, Hardware and build quality. It has an advantage of future iOS update over its android competitors.

Above all this, XR is IP67 certified which means now you need not to worry about splashes and dust. It’s safer, stronger and better iPhone in every sense.",false,5,Apple iPhone XR - REVIEW,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,4,0
5f33beb63e4641464db69132,2020-01-25T19:12:38.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo5.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo4.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo6.jpeg""]",one plus 7T review,[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69133""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,3,-LzRw9ylb9YIKJuutXTs,OMXHQSAPFYLAKUXOOE,3,"Being one of the first people getting their hands on the New Oneplus 7T pro sounds amazing.... But after using for a day this is what I found. ..

Cons :

1) Heats up quickly
2) If on a video call ( whatsapp) unable to use whatsapp properly getting hung it screen frozen
3) Battery drains out a bit fast. In 15 hours battery came from 100% to 35 % off which I slept for 8 hours with Wi-Fi and internet on.
4) The set is very slippery, you will need a case.
5) I assume there is a bug which keeps going to the main menu when I'm trying to surf any app.

Pros :

1) Amazing Camera
2) Very fast battery charging.
3) The case that comes with the package is very rubbery and not hard but it has a very good grip.
4) Handset already comes with a screen guard.
5) The screen display is one of the best.
6) Very fast processor. And able to open simultaneous apps without compromising speed and performance.

I hope this has helped ppl.. I will get some more reviews once I use this set more. Cheers. As a whole buy this for the experience. Or you can just wait for the Mclaren edition of you like a darker and more Ram speed. Else I would say go for it. The bugs will be definitely removed woth the next update. I hoping.. For the to me being I would give it a

3.5/5",false,5,one plus 7T review,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,3,0
5f33beb63e4641464db69134,2020-01-25T19:14:46.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo2.jpeg""]",An amazing device for you.,[],0,false,[],0,0,-LzRweJlJi1GRtOxIkFn,HYXJLVUXTPYDNVWLKQ,4,false,false,0,An amazing device for you.,h9Rgve39XZOuEgGs2aeHBYIFdfO2,0,0
5f33beb63e4641464db69135,2020-01-28T18:58:05.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo22.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo23.jpeg""]",Best camera ever!,[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69136""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""},{""_id"":{""$oid"":""5f33beb63e4641464db69137""},""user_id"":""1KRqgTPGQgQq2DbqEuvVLKxXe403""}]",0,4,-LzgKb1YIqE9Rme9a8hP,YGYPTKILDGIKUKKHUN,5,false,false,5,Best camera ever!,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,4,0
5f33beb63e4641464db69138,2020-01-25T19:19:41.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo10.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo9.jpeg""]",Try these fantastic earphones!,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69139""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""},{""_id"":{""$oid"":""5f33beb63e4641464db6913a""},""user_id"":""eV4OFULtviNcLzZ50jcYbPHsPls2""}]",0,5,-LzRxmJWsIbZBiSQJGSU,VXHAYDVDTIPQKIHBHZ,5,"Great Earphone at this price range, Strong and steady build quality, Tangle free flat wire, Good sound quality, Noice cancellation is also working fine but Bass is not as great as highlighted and mentioned on the box ' Super Extraaaaaaaa Bass",false,5,Try these fantastic earphones!,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db6913b,2020-01-25T19:17:29.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo8.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo7.jpeg""]",boat ROCKERZ 510,"[{""_id"":{""$oid"":""5f33beb63e4641464db6913c""},""comment"":""eerty"",""comment_id"":""-M73l4P0uOm_ZeIB151l"",""date_created"":""Wed Aug 12 2020 10:04:38 GMT+0000 (Coordinated Universal Time)"",""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6913d""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-LzRxH3zzoXc-KvPFy_O,QBURCSSMQMRJPTDXQH,5,false,false,5,boat ROCKERZ 510,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db69141,2020-01-28T16:22:56.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo3.jpeg""]","Best wireless design.
The best thing about the product is that it allows you to be in both worlds, i.e while listening to your music and calls you can also pay attention to your surrounding activities .
Another promising thing is its battery life.",[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69142""},""user_id"":""vQUniaOCktTJgQ2oJ9bgIW0RACZ2""},{""_id"":{""$oid"":""5f33beb63e4641464db69143""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-Lzfm5MRkxP_oCjr_DPU,OMEIEVKMFHTRLZWHXQ,4,"The best thing about the product is that it allows you to be in both worlds, i.e while listening to your music you can also pay attention to your surrounding.
Another promising thing is it's battery life.",false,0,"Best wireless design.
The best thing about the product is that it allows you to be in both worlds, i.e while listening to your music and calls you can also pay attention to your surrounding activities .
Another promising thing is its battery life.",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db69144,2020-01-28T16:28:11.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo4.jpeg""]",Best hearing experience for you.,[],5,false,[],0,5,-LzfnIGnfxuqGXXDVo6u,BZTBBEQVYDQUEJOLMH,5,"Best product for your workout sessions music experience, as its sweat-resistant with high-quality audio",false,0,Best hearing experience for you.,h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69145,2020-01-28T16:33:26.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo5.jpeg""]",Best box for best sound!,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69146""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,4,-LzfoVDZTeGYW2zRkLQC,EZFTULBLKGTVCZHTFJ,4,"Best for your outdoors and indoor parties.
It's bigger and stronger than any other speaker of this range.",false,0,Best box for best sound!,h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69147,2020-01-28T17:02:13.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo8.jpeg""]",Best buy at such a low price.,[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69148""},""user_id"":""Re2cQ0UyhXR6ckFCluby85Bq4r52""}]",0,5,-Lzfv4sLb8z7DTFeA5pf,KXMAKJPZGLYSKHEQLY,4,false,false,0,Best buy at such a low price.,h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69149,2020-01-28T16:54:57.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo6.jpeg"",""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo7.jpeg""]",Amazing design and powerful sound,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6914a""},""user_id"":""Re2cQ0UyhXR6ckFCluby85Bq4r52""},{""_id"":{""$oid"":""5f33beb63e4641464db6914b""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,4,-LzftQCchWkc5ATTcYVh,MJGKXGDGRYQMZLNRXZ,4,false,false,0,Amazing design and powerful sound,h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db6914c,2020-01-28T17:06:54.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo9.jpeg"",""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo10.jpeg""]","Best for music.
Best bass and vocal quality",[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6914d""},""user_id"":""Re2cQ0UyhXR6ckFCluby85Bq4r52""}]",0,5,-Lzfw9ZD8v4TETiwsjGj,KWCITQKKXNSJNKNIUY,4,false,false,0,"Best for music.
Best bass and vocal quality",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db6914e,2020-01-28T17:20:28.000Z,[],"[""https://cdn.revmeup.in/userphotos/Re2cQ0UyhXR6ckFCluby85Bq4r52/photo1.jpeg""]","All in one device.
Stunning design and features.",[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6914f""},""user_id"":""lnhe9TnLyfOR3GzifOVOP2LHZG62""}]",0,5,-LzfzGL---9LaftM-qui,DKLVNSMUUQDOKLOGYF,4,false,false,4,"All in one device.
Stunning design and features.",Re2cQ0UyhXR6ckFCluby85Bq4r52,5,0
5f33beb63e4641464db69150,2020-01-28T17:30:19.000Z,[],"[""https://cdn.revmeup.in/userphotos/Re2cQ0UyhXR6ckFCluby85Bq4r52/photo2.jpeg""]","Another proof that Apple is amazing😀.
Seriously, It's a must buy.",[],5,false,[],0,5,-Lzg0WboI8tECWsbvMlQ,NEDURPYRZTMHSSUNTR,4,false,false,5,"Another proof that Apple is amazing😀.
Seriously, It's a must buy.",Re2cQ0UyhXR6ckFCluby85Bq4r52,4,0
5f33beb63e4641464db69151,2020-01-28T18:35:42.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo12.jpeg"",""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo11.jpeg"",""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo13.jpeg"",""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo14.jpeg""]","Every generation will love this.
😍Amzing.",[],5,false,[],0,5,-LzgFUHs4apEpHb0DbC5,HYXJLVUXTPYDNVWLKQ,4,false,false,0,"Every generation will love this.
😍Amzing.",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db69152,2020-01-28T18:43:59.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo15.jpeg""]","5-star performance.
5- star Looks.
extraordinary! ",[],5,false,[],0,4,-LzgHNXjkeAAvCPlmfZy,KWSRIBIAGBXGCHEWUS,5,false,false,5,"5-star performance.
5- star Looks.
extraordinary! ",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db69153,2020-01-28T18:48:53.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo16.jpeg""]","More performance
Less price😃
Must buy to shift your parties, to another level.😇😍",[],0,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69154""},""user_id"":""h9Rgve39XZOuEgGs2aeHBYIFdfO2""},{""_id"":{""$oid"":""5f33beb63e4641464db69155""},""user_id"":""Re2cQ0UyhXR6ckFCluby85Bq4r52""}]",0,0,-LzgIVN1C5R8Z-o9AnKe,TWGJPMAKNHXIRYWNGK,4,false,false,0,"More performance
Less price😃
Must buy to shift your parties, to another level.😇😍",h9Rgve39XZOuEgGs2aeHBYIFdfO2,0,0
5f33beb63e4641464db69156,2020-01-28T18:48:50.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo16.jpeg""]","More performance
Less price😃
Must buy to shift your parties, to another level.😇😍",[],0,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69157""},""user_id"":""h9Rgve39XZOuEgGs2aeHBYIFdfO2""}]",0,0,-LzgIUcADUWgQCgARtXd,TWGJPMAKNHXIRYWNGK,4,false,false,0,"More performance
Less price😃
Must buy to shift your parties, to another level.😇😍",h9Rgve39XZOuEgGs2aeHBYIFdfO2,0,0
5f33beb63e4641464db69158,2020-01-28T18:54:33.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo12.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo13.jpeg""]",SAMSUNG GALAXY M30 S,[],4,false,[],0,3,-LzgJnHGjag5Nsnb0CTn,GTPMPMXFHMUTIKXHJC,5,"Delivered within 24 hours.
Looks awesome.
Battery was 49% when I switched on and after 2 hours of continuous use it is 42% now.
Camera is awesome.
Sound is loud.
Display is amazing.
Mine is Opal black one.",false,4,SAMSUNG GALAXY M30 S,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db69159,2020-01-28T18:54:35.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo12.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo13.jpeg""]",SAMSUNG GALAXY M30 S,[],4,false,[],0,3,-LzgJnhEXiK2KRHgTFNv,GTPMPMXFHMUTIKXHJC,5,"Delivered within 24 hours.
Looks awesome.
Battery was 49% when I switched on and after 2 hours of continuous use it is 42% now.
Camera is awesome.
Sound is loud.
Display is amazing.
Mine is Opal black one.",false,4,SAMSUNG GALAXY M30 S,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db6915b,2020-01-28T18:55:50.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo19.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo18.jpeg""]",Must buy,[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6915c""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-LzgK56SsDMvmjLveGTL,KWSRIBIAGBXGCHEWUS,5,false,false,3,Must buy,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db6915d,2020-01-28T18:56:45.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo21.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo20.jpeg""]",The beast is here!,[],5,false,[],0,4,-LzgKITGW962mmgZC6mx,YGYPTKILDGIKUKKHUN,5,false,false,4,The beast is here!,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,4,0
5f33beb63e4641464db6915e,2020-01-28T18:59:10.000Z,[],"[""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo24.jpeg"",""https://cdn.revmeup.in/userphotos/WYc8FWvDoMhO1NmMuC8EyuK1b6L2/photo25.jpeg""]",Value for money!,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6915f""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""},{""_id"":{""$oid"":""5f33beb63e4641464db69160""},""user_id"":""vQUniaOCktTJgQ2oJ9bgIW0RACZ2""}]",0,5,-LzgKqwGuFA7k7SAG7-F,MSRIAEGQAYHLJOWGLH,5,false,false,5,Value for money!,WYc8FWvDoMhO1NmMuC8EyuK1b6L2,5,0
5f33beb63e4641464db69161,2020-01-29T08:25:05.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo18.jpeg""]",Value for money.😍,[],5,false,[],0,4,-LzjDJRHSiaR-2pnO3ze,XIGLLJKDDBOGIHIOMG,4,false,false,0,Value for money.😍,h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69162,2020-01-29T08:30:43.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo19.jpeg""]",value for money😍,[],5,false,[],0,5,-LzjEaunhrSROfyATWnW,XIGLLJKDDBOGIHIOMG,4,false,false,0,value for money😍,h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db69163,2020-01-29T09:18:52.000Z,[],"[""https://cdn.revmeup.in/userphotos/Re2cQ0UyhXR6ckFCluby85Bq4r52/photo41.jpeg"",""https://cdn.revmeup.in/userphotos/Re2cQ0UyhXR6ckFCluby85Bq4r52/photo40.jpeg""]","It's Boombastic!
Must buy this beast😍😃",[],4,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69164""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-LzjPcBLBbwTmrKZRUHk,EKMEFLWFWWKOTCIBRD,4,false,false,0,"It's Boombastic!
Must buy this beast😍😃",Re2cQ0UyhXR6ckFCluby85Bq4r52,5,0
5f33beb63e4641464db69165,2020-01-29T10:58:21.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo20.jpeg""]","Easy to carry.
Good sound quality.",[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69166""},""user_id"":""WkkLnRAnQDXosSOkRpIXFJkEELf2""}]",0,4,-LzjlOXVBB8m4-5HwRGN,BGHYDMXIXROAWATEBJ,4,false,false,0,"Easy to carry.
Good sound quality.",h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69167,2020-01-30T20:50:53.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo22.jpeg""]","Best product.
Amazingly designed and with powerful performance ",[],4,false,[],0,5,-Lzr1am29xDOxZwTY4k4,XIWYVOACDJFWOQGCPD,4,false,false,0,"Best product.
Amazingly designed and with powerful performance ",h9Rgve39XZOuEgGs2aeHBYIFdfO2,5,0
5f33beb63e4641464db6916d,2020-01-30T20:56:18.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo23.jpeg""]","100% 
New age smartphone 😍",[],5,false,[],0,5,-Lzr2qEJ_781Mm7VeCBu,QIACEPZKCLVEXJYWZD,4,false,false,5,"100% 
New age smartphone 😍",h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db6916e,2020-01-30T20:56:28.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo23.jpeg""]","100% 
New age smartphone 😍",[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db6916f""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-Lzr2sjH0QisbjwyeTQl,QIACEPZKCLVEXJYWZD,4,false,false,5,"100% 
New age smartphone 😍",h9Rgve39XZOuEgGs2aeHBYIFdfO2,4,0
5f33beb63e4641464db69170,2020-01-30T20:59:21.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo25.jpeg""]",Buy this and feel the sound😀😀,[],5,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69171""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,0,-Lzr3XqTcwgLEHW0pdTx,VWZLIRRHTRFYCRBDBU,4,false,false,0,Buy this and feel the sound😀😀,h9Rgve39XZOuEgGs2aeHBYIFdfO2,0,0
5f33beb63e4641464db69172,2020-01-30T21:01:43.000Z,[],"[""https://cdn.revmeup.in/userphotos/h9Rgve39XZOuEgGs2aeHBYIFdfO2/photo26.jpeg""]","Sound and size😍
Best created product.
",[],0,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69173""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,0,-Lzr44TcCwEZjXblPnrc,EKQZRJXDFATUBZAHVB,4,false,false,0,"Sound and size😍
Best created product.
",h9Rgve39XZOuEgGs2aeHBYIFdfO2,0,0
5f33beb63e4641464db69174,2020-02-01T10:50:42.000Z,[],"[""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo1.jpeg""]",iPhone 11 pro,[],5,false,[],0,5,-LzzBOt-OdgdaW9rOf-E,JAOUEWTLSTFVWAAXAV,5,"

",false,5,iPhone 11 pro,1KRqgTPGQgQq2DbqEuvVLKxXe403,5,0
5f33beb63e4641464db69175,2020-01-31T19:56:34.000Z,[],"[""https://cdn.revmeup.in/userphotos/h8TZtfG4OYT1xROj1kLH6lQ5dTp1/photo1.jpeg""]",boat Speaker ,[],0,false,[],0,0,-LzvzktAms7687x-1aEc,MJGKXGDGRYQMZLNRXZ,0,false,false,0,boat Speaker ,h8TZtfG4OYT1xROj1kLH6lQ5dTp1,0,0
5f33beb63e4641464db69176,2020-02-01T10:52:23.000Z,[],"[""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo2.jpeg""]",samsung A50,[],5,false,[],0,5,-LzzBmU5sUp7K67qsTjm,JAOUEWTLSTFVWAAXAV,5,amazing product ,false,5,samsung A50,1KRqgTPGQgQq2DbqEuvVLKxXe403,5,0
5f33beb63e4641464db69177,2020-02-01T16:33:53.000Z,[],"[""https://cdn.revmeup.in/userphotos/upnSyZKkt8bqCDmxfUyGECK6D0B3/photo1.jpeg""]","This 360° speaker was engineered to spread deep, jaw-dropping sound in every direction. It sings in the rain too. ",[],0,false,"[{""_id"":{""$oid"":""5f33beb63e4641464db69178""},""user_id"":""Cj23XGLtqFUKu61o6SHy8RyT8Yt1""},{""_id"":{""$oid"":""5f33beb63e4641464db69179""},""user_id"":""Nk7UUTWY0oRRJmGduXax7U55rAI2""}]",0,0,-M--Py67kdrHqB-PkWul,IRDZMQECXVATBDJJXR,4,false,false,0,"This 360° speaker was engineered to spread deep, jaw-dropping sound in every direction. It sings in the rain too. ",upnSyZKkt8bqCDmxfUyGECK6D0B3,0,0
5f33beb73e4641464db6917a,2020-02-02T21:57:47.000Z,[],"[""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo4.jpeg"",""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo3.jpeg"",""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo5.jpeg""]","VivoZ1X
best in the market ",[],0,false,"[{""_id"":{""$oid"":""5f33beb73e4641464db6917b""},""user_id"":""d49QrLhFunX3OkT6qmDOGuix9sY2""}]",0,5,-M-5ifAQfdLhVnV9AD6o,YGYPTKILDGIKUKKHUN,5,false,false,5,"VivoZ1X
best in the market ",1KRqgTPGQgQq2DbqEuvVLKxXe403,5,0
5f33beb73e4641464db6917c,2020-02-01T16:39:42.000Z,[],"[""https://cdn.revmeup.in/userphotos/AWeQqaA8UYgx73S7qeqssfrzdHZ2/photo1.jpeg""]",5 hours of playtime with waterproof Design,[],0,false,"[{""_id"":{""$oid"":""5f33beb73e4641464db6917d""},""user_id"":""upnSyZKkt8bqCDmxfUyGECK6D0B3""}]",0,0,-M--RIChsusZ8RHpa84Y,BGHYDMXIXROAWATEBJ,5,false,false,0,5 hours of playtime with waterproof Design,AWeQqaA8UYgx73S7qeqssfrzdHZ2,0,0
5f33beb73e4641464db6917e,2020-02-02T21:58:46.000Z,[],"[""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo3.jpeg"",""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo4.jpeg"",""https://cdn.revmeup.in/userphotos/1KRqgTPGQgQq2DbqEuvVLKxXe403/photo5.jpeg""]","VivoZ1X
best in the market ",[],5,false,[],0,5,-M-5itTVOlmO88ptNVJJ,YGYPTKILDGIKUKKHUN,5,false,false,5,"VivoZ1X
best in the market ",1KRqgTPGQgQq2DbqEuvVLKxXe403,5,0
